event_id,id,name,match_id,season,competition,team,player,outcome_id,outcome_name
b6888d35-f1f4-42bd-9fcf-64df2afba730,10,Interception,303634,2019/2020,La Liga,Osasuna,Jon Moncayola Tollar,16,Success In Play
cc36ccaf-2db1-4492-bd3e-36f9f4a4e976,10,Interception,303517,2019/2020,La Liga,Deportivo Alavés,Joaquín Navarro Jiménez,14,Lost Out
b3e3cc1b-6a3f-4c53-bf81-28b7babae8a9,10,Interception,303524,2019/2020,La Liga,Atlético Madrid,Héctor Miguel Herrera López,13,Lost In Play
7997b17c-c1af-48f9-82bc-434406d42645,10,Interception,16182,2018/2019,La Liga,Real Valladolid,Miguel Alfonso Herrero Javaloyas,13,Lost In Play
e44c0847-86c7-4ad5-91db-9943da92fafe,10,Interception,3749403,2003/2004,Premier League,Bolton Wanderers,Émerson Augusto Thome,16,Success In Play
d5b7f111-05fc-404e-a3fa-9a3ce09afdaa,10,Interception,3773369,2020/2021,La Liga,Huesca,Mikel Rico Moreno,4,Won
4a031f89-0a78-4890-9fe9-e6a57fe0a670,10,Interception,15986,2018/2019,La Liga,Girona,Borja García Freire,13,Lost In Play
2423b179-4a81-4c28-88eb-c645a13e22b1,10,Interception,16073,2018/2019,La Liga,Barcelona,Nélson Cabral Semedo,13,Lost In Play
c55e2f18-3e71-4d7d-baa0-601ecffa751d,10,Interception,16196,2018/2019,La Liga,Real Madrid,Daniel Carvajal Ramos,13,Lost In Play
46b0b3f7-c3ca-4265-a5c2-849d44862916,10,Interception,3773526,2020/2021,La Liga,Deportivo Alavés,Iñigo Córdoba Kerejeta,4,Won
6c7ed9b3-29e5-4df4-9d04-70ff2692fcbc,10,Interception,16289,2018/2019,La Liga,Barcelona,Jordi Alba Ramos,14,Lost Out
f8f18bf9-4f4a-4b38-b228-e59a45d08cfc,10,Interception,3773695,2020/2021,La Liga,Barcelona,Frenkie de Jong,13,Lost In Play
27f94ffb-6f61-4c55-bad7-db24c70bc4ad,10,Interception,303634,2019/2020,La Liga,Barcelona,Sergi Roberto Carnicer,14,Lost Out
df45e5b7-018e-4f68-afc7-625c95f22146,10,Interception,303731,2019/2020,La Liga,Eibar,Fabián Ariel Orellana Valenzuela,4,Won
50794edc-76be-4c93-95b9-1199789cebf1,10,Interception,303377,2019/2020,La Liga,Getafe,Djené Dakonam Ortega,4,Won
